section,category,metric,type,date,value
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,10-19,NA,1
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,10-19,NA,1.3
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,10-19,NA,2
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,10-19,NA,1.4000000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,10-19,NA,1.7999999999999998
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,20-29,NA,10.7
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,20-29,NA,9.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,20-29,NA,10.299999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,20-29,NA,14.899999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,20-29,NA,7.6
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,20-29,NA,9
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,20-29,NA,8.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,20-29,NA,11.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,20-29,NA,7.5
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,20-29,NA,6
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,20-29,NA,9.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,20-29,NA,5.7
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,20-29,NA,4.3999999999999995
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,20-29,NA,6.4
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,20-29,NA,8
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,20-29,NA,9.1
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,20-29,NA,7.199999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,30-39,NA,15.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,30-39,NA,13.700000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,30-39,NA,13.100000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,30-39,NA,22.400000000000002
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,30-39,NA,11.4
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,30-39,NA,11.700000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,30-39,NA,13.8
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,30-39,NA,12.9
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,30-39,NA,10.299999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,30-39,NA,8.9
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,30-39,NA,14.299999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,30-39,NA,8.6
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,30-39,NA,6.9
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,30-39,NA,9.8
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,30-39,NA,12.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,30-39,NA,13.100000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,30-39,NA,10
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,40-49,NA,14.6
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,40-49,NA,14.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,40-49,NA,14.099999999999998
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,40-49,NA,14.6
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,40-49,NA,15.4
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,40-49,NA,11.899999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,40-49,NA,12.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,40-49,NA,12.7
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,40-49,NA,11.200000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,40-49,NA,9.9
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,40-49,NA,15.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,40-49,NA,10.5
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,40-49,NA,8.4
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,40-49,NA,10.5
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,40-49,NA,12.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,40-49,NA,13.600000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,40-49,NA,11.700000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,50-59,NA,16.8
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,50-59,NA,17
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,50-59,NA,17.8
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,50-59,NA,14.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,50-59,NA,21.5
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,50-59,NA,16.900000000000002
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,50-59,NA,16.400000000000002
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,50-59,NA,14.6
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,50-59,NA,14.499999999999998
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,50-59,NA,15.9
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,50-59,NA,18.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,50-59,NA,15.5
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,50-59,NA,14.399999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,50-59,NA,15.8
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,50-59,NA,15.299999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,50-59,NA,16.8
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,50-59,NA,15.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,60-69,NA,20.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,60-69,NA,21.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,60-69,NA,21.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,60-69,NA,16
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,60-69,NA,21.3
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,60-69,NA,23.799999999999997
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,60-69,NA,22.7
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,60-69,NA,22.7
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,60-69,NA,25.1
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,60-69,NA,26
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,60-69,NA,22.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,60-69,NA,26
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,60-69,NA,28.299999999999997
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,60-69,NA,28.1
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,60-69,NA,25.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,60-69,NA,22.6
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,60-69,NA,24.7
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,70-79,NA,13.900000000000002
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,70-79,NA,15.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,70-79,NA,14.799999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,70-79,NA,11.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,70-79,NA,14.499999999999998
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,70-79,NA,17.4
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,70-79,NA,16.7
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,70-79,NA,16.7
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,70-79,NA,19.400000000000002
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,70-79,NA,20.200000000000003
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,70-79,NA,13.900000000000002
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,70-79,NA,21.8
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,70-79,NA,24.3
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,70-79,NA,20.4
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,70-79,NA,18.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,70-79,NA,16.2
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,70-79,NA,20.599999999999998
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,80+,NA,6.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,80+,NA,6.9
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,80+,NA,6.5
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,80+,NA,5.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,80+,NA,5.8999999999999995
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,80+,NA,7.8
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,80+,NA,8.1
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,80+,NA,7.8
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,80+,NA,10.100000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,80+,NA,12.3
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,80+,NA,4.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,80+,NA,10.9
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,80+,NA,12.3
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,80+,NA,7.7
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,80+,NA,6.800000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,80+,NA,7.1
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,80+,NA,8.799999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,Sex: Female,NA,57.49999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,Sex: Female,NA,56.99999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,Sex: Female,NA,54.50000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,Sex: Female,NA,55.300000000000004
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,Sex: Female,NA,55.50000000000001
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,Sex: Female,NA,57.9
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,Sex: Female,NA,56.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,Sex: Female,NA,56.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Mesa,Sex: Female,NA,57.3
County-level Data,Percent of Cumulative Vaccines by Demographics,North East Region,Sex: Female,NA,54.7
County-level Data,Percent of Cumulative Vaccines by Demographics,North West Region,Sex: Female,NA,51.800000000000004
County-level Data,Percent of Cumulative Vaccines by Demographics,Pueblo,Sex: Female,NA,56.39999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,South Region,Sex: Female,NA,53.800000000000004
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,Sex: Female,NA,53.300000000000004
County-level Data,Percent of Cumulative Vaccines by Demographics,South West Region,Sex: Female,NA,52.6
County-level Data,Percent of Cumulative Vaccines by Demographics,Weld,Sex: Female,NA,56.49999999999999
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,Sex: Female,NA,53.2
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,G,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,G,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,South Central Region,G,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,West Region,G,NA,0
County-level Data,Percent of Cumulative Vaccines by Demographics,Adams,Sex: Male,NA,42.199999999999996
County-level Data,Percent of Cumulative Vaccines by Demographics,Arapahoe,Sex: Male,NA,42.699999999999996
County-level Data,Percent of Cumulative Vaccines by Demographics,Broomfield & Boulder Region,Sex: Male,NA,45.300000000000004
County-level Data,Percent of Cumulative Vaccines by Demographics,Denver,Sex: Male,NA,44.3
County-level Data,Percent of Cumulative Vaccines by Demographics,Douglas,Sex: Male,NA,44.3
County-level Data,Percent of Cumulative Vaccines by Demographics,El Paso,Sex: Male,NA,41.9
County-level Data,Percent of Cumulative Vaccines by Demographics,Jefferson,Sex: Male,NA,43.6
County-level Data,Percent of Cumulative Vaccines by Demographics,Larimer,Sex: Male,NA,43.6
